term_id,slug,name,taxonomy,parent_term_id,count
157,november-2nd,November 2nd,portfolio_category,0,0
158,2012,2012,portfolio_category,0,0
179,conferences,Conferences,portfolio_category,0,0
192,francfort-octobre-2014,Francfort Octobre 2014,portfolio_category,0,0
193,panel-1-francfort-octobre-2014,Panel 1,portfolio_category,192,0
194,panel-2-francfort-octobre-2014,Panel 2,portfolio_category,192,0
195,panel-3-francfort-octobre-2014,Panel 3,portfolio_category,192,0
196,panel-4-francfort-octobre-2014,Panel 4,portfolio_category,192,0
197,transcript-francfort-octobre-2014,transcript,portfolio_category,192,0
203,panel-1-frankfurt-october-2014,Panel 1,portfolio_category,184,0
213,helga-zepp-larouche-fr,Helga Zepp-LaRouche,portfolio_category,0,0
216,frankfurt-silk-road-china-lunar-conference-2014-ru,Frankfurt-Silk Road &amp;China Lunar Conference 2014,portfolio_category,0,0
218,panel-1-frankfurt-silk-road-china-lunar-conference-2014-ru,panel 1,portfolio_category,0,0
219,transcript-ru,Transcript,portfolio_category,0,0
221,panel-1-fr-de,Panel 1,portfolio_category,0,0
231,panel-3-frankfurt-silk-road-china-lunar-conference-2014-fr,panel 3,portfolio_category,0,0
233,panel-3-frankfurt-silk-road-china-lunar-conference-2014-ru,panel 3,portfolio_category,0,0
240,francfort-octobre-2014-fr-ru,Francfort Octobre 2014 (FR),portfolio_category,0,0
241,panel-3-fr-2-ru,Panel 3,portfolio_category,0,0
242,panel-3-fr-2-de,Panel 3,portfolio_category,0,0
245,panel-2-fr-2-ru,Panel 2,portfolio_category,0,0
246,panel-2-frankfurt-silk-road-china-lunar-conference-2014-fr,panel 2,portfolio_category,0,0
247,panel-2-frankfurt-silk-road-china-lunar-conference-2014-ru,panel 2,portfolio_category,0,0
248,panel-4-frankfurt-silk-road-china-lunar-conference-2014-ru,panel 4,portfolio_category,0,0
249,frankfurt-october-2014-fr,Frankfurt October 2014 (DE),portfolio_category,0,0
250,panel-4-de-2-fr,Panel 4,portfolio_category,0,0
251,frankfurt-october-2014-en,Frankfurt October 2014 (DE),portfolio_category,0,0
252,panel-2-de-2-en,Panel 2,portfolio_category,0,0
253,panel-2-de-2-fr,Panel 2,portfolio_category,0,0
254,frankfurt-october-2014-ru,Frankfurt October 2014 (DE),portfolio_category,0,0
255,panel-2-de-2-ru,Panel 2,portfolio_category,0,0
269,concert-fr,Concert,portfolio_category,262,0
297,conclusion,Panel Conclusion,portfolio_category,275,0
302,special-greetings-paris,Special Greetings,portfolio_category,275,0
306,special-greetings,Special Greetings,portfolio_category,275,0
312,music,Music,portfolio_category,262,0
313,music-fr,Music,portfolio_category,262,0
394,berlin-june-2016-en-zh-hans,Berlin June 2016 (EN),portfolio_category,0,0
395,panel-5-berlin-june-2016-en-zh-hans,Panel 5,portfolio_category,0,0
397,berlin-june-2016-fr-de,Berlin June 2016 (FR),portfolio_category,0,0
398,panel-5-berlin-june-2016-fr-de,Panel 5,portfolio_category,0,0
399,panel-3-berlin-june-2016-en-de,Panel 3,portfolio_category,0,0
401,panel-2-berlin-june-2016-de-fr,Panel 2,portfolio_category,0,0
402,panel-3-berlin-june-2016-de-fr,Panel 3,portfolio_category,0,0
404,panel-5-berlin-june-2016-de-fr,Panel 5,portfolio_category,0,0
406,panel-4-berlin-june-2016-en-de,Panel 4,portfolio_category,0,0
408,panel-3-berlin-june-2016-fr-de,Panel 3,portfolio_category,0,0
458,panel-4-de-4,Panel 4,portfolio_category,454,0
459,bad-soden-november-2017-en-de,Bad Soden November 2017 (EN),portfolio_category,0,0
464,panel-3-3-de,Panel 3,portfolio_category,0,0
618,music,music,post_tag,0,19
616,beethoven,Beethoven,post_tag,0,15
617,culture,Culture,post_tag,0,14
332,helga-zepp-larouche,Helga Zepp-LaRouche,post_tag,0,13
797,ipc,IPC,post_tag,0,13
545,helga-zepp-larouche-de,Helga Zepp-LaRouche,post_tag,0,6
535,classical-music,Classical music,post_tag,0,3
546,webcast,webcast,post_tag,0,3
547,space,space,post_tag,0,3
176,silk-road,silk road,post_tag,0,2
533,boston-schiller-chorus,Boston Schiller Chorus,post_tag,0,2
534,spirituals,Spirituals,post_tag,0,2
549,webcast-de,webcast,post_tag,0,2
552,conference,conference,post_tag,0,2
556,war,war,post_tag,0,2
557,peace,peace,post_tag,0,2
558,peace-de,peace,post_tag,0,2
559,war-de,war,post_tag,0,2
569,covid-19,COVID-19,post_tag,0,2
577,exoneration,exoneration,post_tag,0,2
579,exoneration-de,exoneration,post_tag,0,2
612,healthcare,healthcare,post_tag,0,2
613,famine,famine,post_tag,0,2
620,famine-de,famine,post_tag,0,2
621,healthcare-de,healthcare,post_tag,0,2
686,harley-schlanger,Harley Schlanger,post_tag,0,2
687,ukraine,Ukraine,post_tag,0,2
164,mozart,mozart,post_tag,0,1
165,jfk,jfk,post_tag,0,1
166,kennedy,kennedy,post_tag,0,1
167,verdi,verdi,post_tag,0,1
475,felix-yemen,Felix Yemen,post_tag,0,1
476,fokus,Fokus,post_tag,0,1
532,sylvia-olden-lee,Sylvia Olden Lee,post_tag,0,1
536,opera,Opera,post_tag,0,1
548,space-de,space,post_tag,0,1
553,moon,Moon,post_tag,0,1
554,nyc,NYC,post_tag,0,1
560,berlin,Berlin,post_tag,0,1
561,berlin-de,Berlin,post_tag,0,1
562,silk-road-de,silk road,post_tag,0,1
566,farm,farm,post_tag,0,1
567,food,food,post_tag,0,1
568,coronavirus,coronavirus,post_tag,0,1
570,jason-ross,Jason Ross,post_tag,0,1
572,covid-19-de,COVID-19,post_tag,0,1
574,economics,economics,post_tag,0,1
575,economics-de,economics,post_tag,0,1
576,exonerate-larouche,exonerate larouche,post_tag,0,1
578,exonerate-larouche-de,exonerate larouche,post_tag,0,1
580,space-ccc,space ccc,post_tag,0,1
581,space-ccc-de,space ccc,post_tag,0,1
614,coincidence-of-opposites,Coincidence of Opposites,post_tag,0,1
615,committee-for-the-coincidence-of-opposites,Committee for the Coincidence of Opposites,post_tag,0,1
619,coincidence-of-opposites-de,Coincidence of Opposites,post_tag,0,1
622,committee-for-the-coincidence-of-opposites-de,Committee for the Coincidence of Opposites,post_tag,0,1
624,beetnoven,Beetnoven,post_tag,0,1
688,maidan-coup,Maidan coup,post_tag,0,1
689,michael-carpenter,Michael Carpenter,post_tag,0,1
690,parubiy,Parubiy,post_tag,0,1
691,biden,Biden,post_tag,0,1
694,iran,Iran,post_tag,0,1
695,china,China,post_tag,0,1
697,marijuana,marijuana,post_tag,0,1
698,glass-steagall,Glass-Steagall,post_tag,0,1
719,harley,harley,post_tag,0,1
735,afghanistan,afghanistan,post_tag,0,1
736,british-empire,british empire,post_tag,0,1
737,geopolitics,geopolitics,post_tag,0,1
811,interview,interview,post_tag,0,1
479,focus,Focus,post_tag,0,0
571,coronavirus-de,coronavirus,post_tag,0,0
573,jason-ross-de,Jason Ross,post_tag,0,0
627,music-culture,Music Culture,post_tag,0,0
696,marihuana,Marihuana,post_tag,0,0
