source,target,regex,code
/de/petition-alle-nationen-muessen-sich-zusammentun-um-die-pandemie-die-wirtschaftliche-depression-und-die-kriegsgefahr-zu-stoppen/,/de/statements/petition-alle-nationen-muessen-sich-zusammentun-um-die-pandemie-die-wirtschaftliche-depression-und-die-kriegsgefahr-zu-stoppen/,0,301
/schiller-institute-paris-conference/,/conferences/schiller-institute-conference-paris-june-13th-14th-2015/,0,301
/fr/schiller-institute-paris-conference/,/fr/conferences/conference-de-linstitut-schiller-%e2%80%a2-paris-%e2%80%a2-13-et-14-juin-2015/,0,301
/de/schiller-institute-paris-conference/,/de/conferences/schiller-institute-conference-%e2%80%a2-paris-%e2%80%a2-june-13th-14th-2015/,0,301
/stop-green-fascism/66456-2/,/campaign/stop-green-fascism/,0,301
/de/international-conferences/,/international-conferences/,0,301
/de/the-international-larouche-youth-movement/,/the-international-larouche-youth-movement/,0,301
