person_key,canonical_name,honorific,affiliation,country,person_type,aliases,source_refs,occurrences,needs_review,notes,final_action,reviewer
проф-вильгельм-ханкель,ПРОФ. ВИЛЬГЕЛЬМ ХАНКЕЛЬ,,,,speaker,ПРОФ. ВИЛЬГЕЛЬМ ХАНКЕЛЬ,portfolio:1844,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
др-гелль,ДР. ГЁЛЛЬ,,,,speaker,ДР. ГЁЛЛЬ,portfolio:1845,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
walter-jones-video-address,Walter Jones Video Address,,"Immediately following the playing of the video greetings by Rep. Jones, Bruce Fein, a former U.S. Department of Justice official and a renowned Constitutional l",,speaker,Walter Jones Video Address,portfolio:2028,1,0,,merge:walter-jones,mk
john-scales-avery,John Scales Avery,,,,speaker,John Scales Avery,portfolio:2118,1,0,,,mk
chas-w-freeman,Chas W. Freeman,,,,speaker,Chas W. Freeman,portfolio:2131,1,0,possible duplicate of: chas-freeman,merge:chas-freeman,mk
antonino-zichichi,Prof. Antonino Zichichi,Prof.,,,speaker,Prof. Antonino Zichichi,portfolio:2137,1,0,,,mk
alfheidur-ingadottir,Álfheidur Ingadóttir,,“Parliament resolves to entrust the Minister of Economic Affairs with the task of appointing a committee which is to revise the framework of banking services in,,speaker,Álfheidur Ingadóttir,portfolio:2143,1,0,,,mk
interview,Interview,,"KAV: Good morning Maître Hélène Féron-Poloni, thanks for receiving us. You are an associate lawyer of the Paris Law office Lecoq Vallon &amp; Associates in char",,speaker,Interview,portfolio:2168,1,0,,drop,mk
us-abgeordneter-jones,US-Abgeordneter Jones,,"Unmittelbar nachdem diese Videobotschaft vorgespielt worden war, meldete sich Bruce Fein, ein ehemaliger hoher Beamter des Justizministeriums und bekannter Völk",,speaker,US-Abgeordneter Jones,portfolio:2187,1,0,,merge:walter-jones,mk
mark-shelley-md,"Dr. Mark Shelley, MD",Dr.,,,speaker,"Dr. Mark Shelley, MD",portfolio:2214,1,0,,,mk
cliff-kiracofe,Cliff Kiracofe,,"REMARKS, SCHILLER FOUNDATION CONFERENCE RIVERSIDE CHURCH, NEW YORK CITY, 26 JANUARY 2013",,speaker,Cliff Kiracofe,portfolio:2224,1,0,possible duplicate of: clifford-kiracofe,merge:clifford-kiracofe,mk
lynn-yen,Lynn Yen,,Lynn Yen von der Stiftung für die Erneuerung der Klassischen Kultur berichtete bei der New Yorker Konferenz des Schiller-Instituts über die Arbeit der Stiftung.,,speaker,Lynn Yen,portfolio:2348,1,0,,,mk
representative-walter-jones,Representative Walter Jones,,,,speaker,Representative Walter Jones,portfolio:2680,1,0,possible duplicate of: representante-walter-jones,merge:walter-jones,mk
roundtable,Roundtable,,With,,speaker,Roundtable,portfolio:3041,1,0,,drop,mk
ben-densiton,Ben Densiton,,,,speaker,Ben Densiton,portfolio:3163,1,0,,,mk
helga-zepp-larouche-introduccion,Helga Zepp-LaRouche – Introducción,,,,speaker,Helga Zepp-LaRouche – Introducción,portfolio:3178,1,0,,merge:helga-zepp-larouche,mk
saludos-de-daisuke-kotegawa,Saludos de Daisuke Kotegawa,,,,speaker,Saludos de Daisuke Kotegawa,portfolio:3216,1,0,,merge:daisuke-kotegawa,mk
representante-walter-jones,Representante Walter Jones,,,,speaker,Representante Walter Jones,portfolio:3219,1,0,possible duplicate of: representative-walter-jones,merge:walter-jones,mk
александр-нагорныи,АЛЕКСАНДР НАГОРНЫЙ,,,,speaker,АЛЕКСАНДР НАГОРНЫЙ,portfolio:3240,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
кирилл-бенедиктов,КИРИЛЛ БЕНЕДИКТОВ,,,,speaker,КИРИЛЛ БЕНЕДИКТОВ,portfolio:3254,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
даиан-сэир,Дайан Сэйр (США),,,,speaker,Дайан Сэйр (США),portfolio:3265,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
михаил-делягин,Михаил Делягин,,,,speaker,Михаил Делягин,portfolio:3267,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
куи-цзянгон,Куй Цзянгон (Китай),,,,speaker,Куй Цзянгон (Китай),portfolio:3269,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
даисуке-котегава,Дайсуке Котегава (Япония),,,,speaker,Дайсуке Котегава (Япония),portfolio:3271,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
брюс-феин,Брюс Фейн (США),,,,speaker,Брюс Фейн (США),portfolio:3277,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
линдон-ларуш,Линдон Ларуш (США),,,,speaker,Линдон Ларуш (США),portfolio:3279,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
lyndon-h-larouche,Lyndon H. LaRouche,,,,speaker,Lyndon H. LaRouche,portfolio:3299,1,0,possible duplicate of: lyndon-larouche,merge:lyndon-h-larouche-jr,mk
kyrill-benediktow,Kyrill Benediktow,,Kyrill Benediktow ist Autor und Mitglied der Redaktionsleitung der Internetseite „Terra America“. Für die Konferenz des Schiller-Instituts am 13.-14. verfaßte e,,speaker,Kyrill Benediktow,portfolio:3327,1,0,,,mk
natalia-witrenko,Natalia Witrenko,,,,speaker,Natalia Witrenko,portfolio:3364,1,0,possible duplicate of: natalja-witrenko,merge:natalia-vitrenko,mk
джеисон-росс,Джейсон Росс,,,,speaker,Джейсон Росс,portfolio:3379,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
андреи-фурсов,Андрей Фурсов,,,,speaker,Андрей Фурсов,portfolio:3410,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
крэиг-ишервуд,Крэйг Ишервуд,,,,speaker,Крэйг Ишервуд,portfolio:3417,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
теодор-кацаневас,Теодор Кацаневас,,,,speaker,Теодор Кацаневас,portfolio:3419,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
нино-галлони,Нино Галлони,,,,speaker,Нино Галлони,portfolio:3421,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
проф-энри-сафа,Проф. Энри Сафа,,,,speaker,Проф. Энри Сафа,portfolio:3423,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
проф-эдуардо-греавес,Проф. Эдуардо Греавес,,,,speaker,Проф. Эдуардо Греавес,portfolio:3425,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
др-урбан-клеве,Др. Урбан Клеве (Германия),,,,speaker,Др. Урбан Клеве (Германия),portfolio:3428,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
kirill-benediktov,Kirill Benediktov,,,,speaker,Kirill Benediktov,portfolio:3446,1,0,,,mk
michail-deljagin,Michail Deljagin,,,,speaker,Michail Deljagin,portfolio:3584,1,0,,,mk
dr-ing-urban-cleve,Dr.-Ing. Urban Cleve,,,,speaker,Dr.-Ing. Urban Cleve,portfolio:3611,1,0,,merge:urban-cleve,mk
das-zukunftige-paradigma,Das zukünftige Paradigma,,Podiumsdiskussion mit,,speaker,Das zukünftige Paradigma,portfolio:3620,1,0,,drop,mk
andrej-fursow,Andrej Fursow,,,,speaker,Andrej Fursow,portfolio:3621,1,0,,,mk
robert-hux,Dr. Robert Hux,Dr.,,,speaker,Dr. Robert Hux,portfolio:3660,1,0,,,mk
marcia-merry-baker,Marcia Merry Baker,,,,speaker,Marcia Merry Baker,portfolio:3686,1,0,,,mk
frank-endres,Frank Endres,,,,speaker,Frank Endres,portfolio:3692,1,0,,,mk
victor-chang,Victor Chang,,,,speaker,Victor Chang,portfolio:3709,1,0,,,mk
megan-beets,Megan Beets,,,,speaker,Megan Beets,portfolio:3743,1,0,,,mk
phil-rubinstein,Phil Rubinstein,,,,speaker,Phil Rubinstein,portfolio:3746,1,0,,,mk
megan-beets-biogeochemical-effect-of-culture,Megan Beets · Biogeochemical Effect of Culture,,,,speaker,Megan Beets · Biogeochemical Effect of Culture,portfolio:3864,1,0,,,mk
leni-rubinstein,Leni Rubinstein,,,,speaker,Leni Rubinstein,portfolio:3887,1,0,,,mk
howard-chang,Dr. Howard Chang,Dr.,,,speaker,Dr. Howard Chang,portfolio:3898,1,0,,,mk
ramtanu-maitra,Ramtanu Maitra,,,,speaker,Ramtanu Maitra,portfolio:3913,1,0,,,mk
ramsey-clark,Ramsey Clark,,,,speaker,Ramsey Clark,portfolio:4852,1,0,,,mk
wayne-madsen,Wayne Madsen,,,,speaker,Wayne Madsen,portfolio:4874,1,0,,,mk
eric-larsen,Eric Larsen,,,,speaker,Eric Larsen,portfolio:4885,1,0,,,mk
terry-strada,Terry Strada,,,,speaker,Terry Strada,portfolio:4918,1,0,,,mk
neil-gallagher,Rep. Neil Gallagher,Rep.,,,speaker,Rep. Neil Gallagher,portfolio:4929,1,0,,,mk
kesha-rogers,Kesha Rogers,,,,speaker,Kesha Rogers,portfolio:4940,1,0,,,mk
anthony-morss,Anthony Morss,,,,speaker,Anthony Morss,portfolio:4951,1,0,,,mk
andrea-boland,Rep. Andrea Boland,Rep.,,,speaker,Rep. Andrea Boland,portfolio:4962,1,0,,,mk
nomi-prins,Nomi Prins,,,,speaker,Nomi Prins,portfolio:4973,1,0,,,mk
bao-shixiu,Col. Bao Shixiu,Col.,,,speaker,Col. Bao Shixiu,portfolio:5076,1,0,,,mk
helga-zepp-larouche-in-china,Helga Zepp-LaRouche in China,,China Investment,,speaker,Helga Zepp-LaRouche in China,portfolio:19508,1,0,,merge:helga-zepp-larouche,mk
rede-in-beijing,Rede in Beijing,,"Die folgende Rede hielt die Präsidentin des Schiller-Instituts auf der Konferenz „Ein Gürtel, eine Straße“ am 5. September 2014 in Beijing.",,speaker,Rede in Beijing,portfolio:19617,1,0,,drop,mk
resolution,Resolution,,"Die mehr als 300 Teilnehmer der internationalen Konferenz „Die Neue Seidenstraße und Chinas Weltraumprogramm: Die Menschheit ist die einzige kreative Gattung!“,",,speaker,Resolution,portfolio:19680,1,0,,drop,mk
ass-prof-milena-nikolic-dragan-duncic,"Ass. Prof. Milena Nikolic, Dragan Duncic",,"Higher Education Institute for Applied Studies, Belgrade, Serbia",,speaker,"Ass. Prof. Milena Nikolic, Dragan Duncic",portfolio:20084,1,0,,,mk
h-zepp-larouche,H. Zepp-LaRouche,,Gründerin des Schiller Institutes,,speaker,H. Zepp-LaRouche,portfolio:21419,1,0,possible duplicate of: helga-zepp-larouche,merge:helga-zepp-larouche,mk
natalja-witrenko,Natalja Witrenko,,"Wirtschaftswissenschaftlerin &amp; Vorsitzende der Progressiven Sozialistischen Partei der Ukraine, Kiew, Ukraine.",,speaker,Natalja Witrenko,portfolio:21587,1,0,possible duplicate of: natalia-witrenko,merge:natalia-vitrenko,mk
wangsou-wu,Prof. Wangsou Wu,Prof.,"Dean of the School of Nuclear Science and Technology, Lanzhou University, China",,speaker,Prof. Wangsou Wu,portfolio:21601,1,0,possible duplicate of: wangsuo-wu,merge:wangsuo-wu,mk
fatemeh-haschemi-rafsandschani,Dr. Fatemeh Haschemi Rafsandschani,Dr.,Generalsekretärin der Women’s Solidarity Association (Solidaritätsverband der Frauen in Iran) in Teheran.,,speaker,Dr. Fatemeh Haschemi Rafsandschani,portfolio:21726,1,0,,,mk
д-р-фатимa-хашеми,Д-р Фатимa Хашеми,,"президент Ассоциации солидарности женщин Ирана, Тегеран, Исламская республика Иран",,speaker,Д-р Фатимa Хашеми,portfolio:22559,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
джеишри-сенгупта,Джейшри Сенгупта,,Джейшри Сенгупта,,speaker,Джейшри Сенгупта,portfolio:22566,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
д-р-натaлия-витренко,Д-р Натaлия Витренко,,"экономист, председатель Прогрессивной социалистической партии Украины, Киев",,speaker,Д-р Натaлия Витренко,portfolio:22571,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
али-растбеен,Али Растбеен,,"основатель и президент Парижской академии геополитики, Париж, Франция",,speaker,Али Растбеен,portfolio:22574,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
антонио-галлони,Антонио Галлони,,"экономист, законодательно назначаемый аудитор Национального института социального обеспечения, Рим, Италия",,speaker,Антонио Галлони,portfolio:22582,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
пэи-хуа-чэнь-бо,Пэй Хуа & Чэнь Бо,,директор научно-исследовательского отделения Китайского фонда Сун Цинлин,,speaker,Пэй Хуа & Чэнь Бо,portfolio:22589,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
дежэн-сенни,Дёжэн Сенни,,"Представители Ассоциации панафриканская лига ""Умоджа"", Панафриканская лига, Париж, Франция",,speaker,Дёжэн Сенни,portfolio:22592,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
alain-corvez-oberst-a-d,"Alain Corvez, Oberst a.D.",,"ehemaliger Berater des Kommandierenden Generals von UNIFIL, Paris, Frankreich",,speaker,"Alain Corvez, Oberst a.D.",portfolio:22631,1,0,,merge:alain-corvez,mk
zepp-larouche-frankfurter-resolution,Zepp-LaRouche - Frankfurter Resolution,,Frankfurter Resolution : Wachsen wir hinein in das Erwachsenenalter der Menschheit !,,speaker,Zepp-LaRouche - Frankfurter Resolution,portfolio:22672,1,0,possible duplicate of: zepp-larouche-resolution,merge:helga-zepp-larouche,mk
хелга-цепп-ларуш,Хелга Цепп-ЛаРуш,,,,speaker,Хелга Цепп-ЛаРуш,portfolio:22673,1,1,possible duplicate of: хельга-цепп-ларуш; non-latin key — resolve via WPML pairing to EN sibling,,mk
роберт-баруик,Роберт Баруик,,"Совет граждан-избирателей, Австралия",,speaker,Роберт Баруик,portfolio:22687,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
реи-макговерн,Рей Макговерн,,"организация “Ветераны-профессионалы разведки за здравый смысл”, США",,speaker,Рей Макговерн,portfolio:22859,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
панос-камменос,Панос Камменос,,"председатель Партии независимых греков, член парламента Греции, Афины, Греция",,speaker,Панос Камменос,portfolio:22865,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
проф-эндзо-сивьеро,Проф. Эндзо Сивьеро,,"член Итальянского национального совета университетов, Венеция, Италия",,speaker,Проф. Эндзо Сивьеро,portfolio:22875,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
professeur-dr-dieter-ameling,Professeur Dr. Dieter Ameling,,,,speaker,Professeur Dr. Dieter Ameling,portfolio:22879,1,0,,,mk
проф-д-р-дитер-амелинг,Проф. д-р Дитер Амелинг,,"президент Германской федерации производителей стали (до 2008 г.), Эссен, Германия",,speaker,Проф. д-р Дитер Амелинг,portfolio:22880,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
проф-д-р-у-вансо,Проф. д-р У Вансо,,"декан факультета ядерной науки и техники, Университет Ланьчжоу, Китай",,speaker,Проф. д-р У Вансо,portfolio:22891,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
тони-кестнер,Тони Кестнер,,"председатель Фонда термоядерной энергетики, Эссен, Германия",,speaker,Тони Кестнер,portfolio:22933,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
le-professeur-shi-ze,Le professeur Shi Ze,,"chercheur et directeur des études stratégiques internationales sur les questions énergétiques àl’Institut chinois d’études internationales (CIIS), un think-tank",,speaker,Le professeur Shi Ze,portfolio:22978,1,0,,merge:shi-ze,mk
milena-nikolic-dragan-dincic,"Prof. Milena Nikolic, Dragan Dincic",Prof.,Dozentin an der Fachhochschule Belgrad,,speaker,"Prof. Milena Nikolic, Dragan Dincic",portfolio:23005,1,0,,,mk
д-р-вольфганг-лилльге,Д-р Вольфганг Лилльге,,"главный редактор журнала “Фузион”, Берлин, Германия",,speaker,Д-р Вольфганг Лилльге,portfolio:23217,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
алена-петрова,Алёна Петрова,,"Директор компании «Арт Ассамблее», Баден-Баден, Германия",,speaker,Алёна Петрова,portfolio:23222,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
драган-дунчич-доцент-милена-николич,"Драган Дунчич, Доцент Милена Николич",,"Республиканское управление территориального планирования, Белград, Сербия",,speaker,"Драган Дунчич, Доцент Милена Николич",portfolio:23234,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
press-release,Press Release,,Press Release:,,speaker,Press Release,portfolio:23402,1,0,,drop,mk
presseerklarung,Presseerklärung,,,,speaker,Presseerklärung,portfolio:23447,1,0,,drop,mk
ranjani-saigal-the-culture-of-india,Ranjani Saigal - The Culture of India,,Executive Director of the Ekal Vidyalaya Foundation of U.S.A. - Presentation on the history and culture of India.,,speaker,Ranjani Saigal - The Culture of India,portfolio:23717,1,0,,,mk
cloret-carl-ferguson-on-friedrich-schiller,Cloret Carl Ferguson on Friedrich Schiller,,Cloret Carl Ferguson on Friedrich Schiller,,speaker,Cloret Carl Ferguson on Friedrich Schiller,portfolio:23843,1,0,,,mk
ali-ahani,H.E. Ali Ahani,H.e.,,,speaker,H.E. Ali Ahani,portfolio:30228,1,0,,,mk
safieeldin-mohamed-metwally-rebuilding-egypt,Prof. Safieeldin Mohamed Metwally - Rebuilding Egypt,Prof.,,,speaker,Prof. Safieeldin Mohamed Metwally - Rebuilding Egypt,portfolio:30340,1,0,,,mk
safieeldin-mohamed-metwally,Prof. Safieeldin Mohamed Metwally,Prof.,,,speaker,Prof. Safieeldin Mohamed Metwally,portfolio:30365,1,0,,,mk
congressman-walter-jones,Congressman Walter Jones,,,,speaker,Congressman Walter Jones,portfolio:30645,1,0,,merge:walter-jones,mk
concluding-addresses,Concluding Addresses,,"President of Solidarité &amp; Progrès, Paris.",,speaker,Concluding Addresses,portfolio:30886,1,0,,drop,mk
abschlußrede,Abschlußrede,,"Präsident Solidarité &amp; Progrès, Paris/Frankreich",,speaker,Abschlußrede,portfolio:30887,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
石泽博士,石泽博士,,,,speaker,石泽博士,portfolio:31270,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
maelle-mercier,Maëlle Mercier,,,,speaker,Maëlle Mercier,portfolio:31311,1,0,,,mk
mohqmed-metwally-博士,Mohqmed Metwally 博士,,,,speaker,Mohqmed Metwally 博士,portfolio:31350,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
s-e-m-ali-ahani,S.E.M. Ali Ahani,,,,speaker,S.E.M. Ali Ahani,portfolio:31558,1,0,,,mk
alain-corvez-上校,Alain Corvez 上校,,,,speaker,Alain Corvez 上校,portfolio:31637,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
bouthaina-shaaban,Her Excellency Dr. Bouthaina Shaaban,Her excellency Dr.,"One of the major problems we face in our country, is that today, Western countries approach our countries with the feeling of exceptionalism or a feeling of rig",,speaker,Her Excellency Dr. Bouthaina Shaaban,portfolio:34244,1,0,,,mk
aleppo,Aleppo,,"Throughout history, Aleppo has witnessed many moments of greatness as well as decline and turmoil, but it always arose again like the bird of the Phoenix. The p",,speaker,Aleppo,portfolio:34296,1,0,,drop,mk
otl-a-d-ulrich-scholz,OTL a.D. Ulrich Scholz,,"Ich werde drei Metaphern verwenden, und ich werde Sie drei Fragen lehren, die man stellen muß, um zu dem Schluß zu kommen, daß der Krieg kein Mittel der Politik",,speaker,OTL a.D. Ulrich Scholz,portfolio:34904,1,0,,,mk
das-phonix-projekt,Das Phönix-Projekt,,"In der Geschichte erlebte die Stadt Aleppo immer wieder Momente der Größe, aber auch des Niedergangs und Turbulenzen, aber es erhob sich immer wieder wie der Vo",,speaker,Das Phönix-Projekt,portfolio:35428,1,0,,drop,mk
s-e-bouthaina-shaaban,S. E. Bouthaina Shaaban,,"L’un des problèmes majeurs auquel nous devons faire face aujourd’hui est le fait que les pays occidentaux pensent réellement que le monde leur appartient, qu’il",,speaker,S. E. Bouthaina Shaaban,portfolio:35627,1,0,,,mk
ihre-exzellenz-dr-bouthaina-shaaban,Ihre Exzellenz Dr. Bouthaina Shaaban,,"Eines der großen Probleme, vor dem wir heute in unserem Land stehen, ist, daß die westlichen Länder heute an uns mit einem Gefühl der Besonderheit oder einem Ge",,speaker,Ihre Exzellenz Dr. Bouthaina Shaaban,portfolio:36005,1,0,,,mk
sebastien-drochon,Sébastien Drochon,,,,speaker,Sébastien Drochon,portfolio:42686,1,0,,,mk
sebastien-perimony,Sébastien Périmony,,,,speaker,Sébastien Périmony,portfolio:42693,1,0,,,mk
mana-boubakari,Mana Boubakari,,,,speaker,Mana Boubakari,portfolio:42797,1,0,,,mk
paul-bonnenfant,Paul Bonnenfant,,,,speaker,Paul Bonnenfant,portfolio:42800,1,0,,,mk
italy-china-alliance-for-transaqua,Italy-China Alliance for Transaqua,,"<b>Franco Persio Bocchetto</b>, Foreign Director for Bonifica S.p.A, Italy",,speaker,Italy-China Alliance for Transaqua,portfolio:43660,1,0,"field-swap bug — canonical_name is talk title; real speaker ""Franco Persio Bocchetto, Foreign Director for Bonifica S.p.A, Italy"" (portfolio:43660), no person row — recover at presentation stage",drop,mk
egypt-s-2030-mega-projects,Egypt's 2030 Mega Projects,,"<b>Mrs. Moni Abdulla</b>, Executive Manager of Pyramids International, Cairo",,speaker,Egypt's 2030 Mega Projects,portfolio:43685,1,0,"field-swap bug; real speaker ""Mrs. Moni Abdulla, Executive Manager of Pyramids International, Cairo"" (portfolio:43685); a messy variant row ""par Moni Abdullah"" (par-moni-abdullah) also exists",drop,mk
the-economic-method-of-larouche,The Economic Method of LaRouche,,"<b>Jason Ross</b>, Schiller Institute Science Team",,speaker,The Economic Method of LaRouche,portfolio:44129,1,0,,merge:jason-ross,mk
joycelyn-elders,Dr. Joycelyn Elders,Dr.,„Das Gemeinwohl aller Menschen erfordert ein weltweites modernes Gesundheitssystem,,speaker,Dr. Joycelyn Elders,post:75063@yt:B1EysVD3ejg@16,1,0,,,mk
kelvin-kemm-ph-d,"Kelvin Kemm, Ph.D",,"(South Africa), nuclear physicist, former Chairman of the Nuclear Energy Corporation of South Africa",,speaker,"Kelvin Kemm, Ph.D",post:75575@yt:3F_Gl_KkwpE@1802,1,0,,,mk
ben-greenspan-m-d,"Ben Greenspan, M.D.",,"(U.S.); Board of Directors, The American Board of Science in Nuclear Medicine; Past President, Society of Nuclear Medicine and Molecular Imaging",,speaker,"Ben Greenspan, M.D.",post:75575@yt:3F_Gl_KkwpE@6437,1,0,,,mk
state-senator-mike-thompson,State Senator Mike Thompson,,"(U.S.-Kansas), Chairman of Senate Utilities Committee",,speaker,State Senator Mike Thompson,post:75575@yt:ZLvX9r4D0xk@3951,1,0,,,mk
marc-gabriel-dragh,Marc Gabriel Dragh,,"(France), Economist, Jurist and Author",,speaker,Marc Gabriel Dragh,post:75575@yt:ZLvX9r4D0xk@6488,1,0,,,mk
mayor-david-castro,Mayor David Castro,,"(Honduras), President, Mayors Without Borders Coalition",,speaker,Mayor David Castro,post:75575@yt:6n5KERjjwVY@8935,1,0,,,mk
andrey-kortunov,Andrey Kortunov,,(Russia); Director General of the Russian International Affairs Council (RIAC),,speaker,Andrey Kortunov,post:88412@yt:JD3d_guFUV4@2495,1,0,,,mk
clifford-kiracofe,Dr. Clifford Kiracofe,Dr.,"(U.S.); Former Senior Staff Member, U.S. Senate Committee on Foreign Relations; President, Washington Institute for Peace and Development",,speaker,Dr. Clifford Kiracofe,post:88412@yt:JD3d_guFUV4@7476,1,0,possible duplicate of: cliff-kiracofe — reviewed: KEEP (merge target of the alias row),,mk
amb,Amb,,,,speaker,Amb,post:88412@yt:SRpSX5udXrw@4929,1,0,,drop,mk
william-c-jones,William C. Jones,,(U.S.); former,,speaker,William C. Jones,post:88412@yt:7DI29EO5R3A@5360,1,0,distinct persons (Rep. Walter Jones vs EIR journalist William C. Jones),,mk
felipe-maruf-quintas,Felipe Maruf Quintas,,"(Brazil); Professor of Political Science, Fluminense Federal University, Rio de Janeiro; columnist for",,speaker,Felipe Maruf Quintas,post:88412@yt:LxM9omHPMV4@2498,1,0,,,mk
helga-zepp-larouch,Helga Zepp-LaRouch,,,,speaker,Helga Zepp-LaRouch,post:92463@yt:oCT_0hGhCdk@1,1,0,,merge:helga-zepp-larouche,mk
michel-cibot,Michel Cibot,,Frankreich) „Bürgermeister für Frieden”.,,speaker,Michel Cibot,post:95832@yt:o-rlprUxM-0@1,1,0,,,mk
donald-ramotar,H.E. Donald Ramotar,H.e.,Former President of Guyana,Guyana,speaker,H.E. Donald Ramotar,post:98908@yt:A7sx7BUvdK4@2117,1,0,,,mk
georgy-toloraya,Prof. Georgy Toloraya,Prof.,"Retired Senior Diplomat; Deputy Chairman, Russian National Committee on BRICS Research",Russia,speaker,Prof. Georgy Toloraya,post:98908@yt:A7sx7BUvdK4@3116,1,0,,,mk
robert-cushing,Robert Cushing,,"Association of U.S. Catholic Priests, and others",U.S.,speaker,Robert Cushing,post:98908@yt:A7sx7BUvdK4@3644,1,0,,,mk
raymond-mcgovern,Raymond McGovern,,"former Senior Analyst, U.S. Central intelligence Agency (CIA); Founding Member, Veteran Intelligence Professionals for Sanity (VIPS)",U.S.,speaker,Raymond McGovern,post:98908@yt:A7sx7BUvdK4@4176,1,0,,,mk
kiran-karnik,Kiran Karnik,,former President of the National Association of Software and Service Companies (NASSCOM); 20 years at the Indian Space Research Organisation (ISRO),India,speaker,Kiran Karnik,post:98908@yt:V3N9_8B44Xc@2343,1,0,,,mk
david-monyae,Prof. David Monyae,Prof.,"Director of the Center of Africa-China Studies (CACS),  University of Johannesburg, South Africa",South Africa,speaker,Prof. David Monyae,post:98908@yt:V3N9_8B44Xc@4555,1,0,,,mk
ruben-guzzetti,Rubén Guzzetti,,"Foreign policy analyst, Argentine Institute of Geopolitical Studies (IADEG)",Argentina,speaker,Rubén Guzzetti,post:98908@yt:V3N9_8B44Xc@5378,1,0,,,mk
franco-battaglia,Prof. Franco Battaglia,Prof.,"Professor of Chemical Physics, University of Modena, Italy",Italy,speaker,Prof. Franco Battaglia,post:98908@yt:V3N9_8B44Xc@5894,1,0,,,mk
akiko-mikamo,Dr. Akiko Mikamo,Dr.,Author,Japan,speaker,Dr. Akiko Mikamo,post:98908@yt:V3N9_8B44Xc@8058,1,0,,,mk
richard-h-black,Col. Richard H. Black (ret.),Col.,"insisted that the Russian nuclear maneuvers are not saber-rattling, not a bluff.",,speaker,Col. Richard H. Black (ret.),post:102333@yt:M9sYi4Io7Zk@820,1,0,possible duplicate of: richard-black,merge:richard-black,mk
prof-nbsp-steve-starr,Prof.&nbsp;Steve Starr,,followed.,,speaker,Prof.&nbsp;Steve Starr,post:102333@yt:M9sYi4Io7Zk@2403,1,0,,,mk
dr-nbsp-chandra-muzzaffar,Dr.&nbsp;Chandra Muzzaffar,,argued that the West has not shared with its own people that the real intention of the Ukraine war is the annihilation of Russia. Russia views the Ukraine war a,JUST,speaker,Dr.&nbsp;Chandra Muzzaffar,post:102333@yt:M9sYi4Io7Zk@2951,1,0,,,mk
sian-bloor,"Sian Bloor,",,"reported on George Galloway’s February 29 victory in a by-election for Parliament. Galloway, running as an independent for the small party, won more votes than ",,speaker,"Sian Bloor,",post:102333@yt:M9sYi4Io7Zk@3471,1,0,,,mk
vincenzo-romanello,Vincenzo Romanello,,"warned that, in addition to the horrors of nuclear war described by Dr.&nbsp;Starr, the worst part of the story would be the resultant radioactive fallout, foll",Atoms for Peace,speaker,Vincenzo Romanello,post:102333@yt:M9sYi4Io7Zk@4395,1,0,,,mk
harry-bury,Father Harry Bury,Father,spoke passionately about the need to,,speaker,Father Harry Bury,post:102333@yt:M9sYi4Io7Zk@4682,1,0,,,mk
